#        x          y          z           w
#
0.706393 0.571546 0.064899 0.683150
0.365532 0.973789 0.382904 0.633066
0.565170 0.227951 0.941130 0.935797
0.079481 0.003093 0.069988 0.726447
0.013052 0.631931 0.527336 0.617507
0.378550 0.097063 0.812931 0.660834
0.323043 0.651640 0.916689 0.697696
0.008998 0.619224 0.747882 0.734415
0.075757 0.720858 0.054470 0.863673
0.227191 0.070625 0.736401 0.668118
0.890196 0.279038 0.346625 0.894560
0.370241 0.654818 0.259578 0.500294
0.721920 0.994092 0.319362 0.929722
0.858930 0.644206 0.554644 0.603426
0.797115 0.504913 0.253748 0.622429
0.223546 0.432841 0.370599 0.647042
0.088922 0.222851 0.145390 0.603946
0.925884 0.065443 0.827766 0.551738
0.783201 0.055873 0.250418 0.542047
0.326822 0.991398 0.029907 0.818749
0.235452 0.160273 0.228144 0.751565
0.173517 0.041157 0.569341 0.532350
0.446785 0.279738 0.773945 0.860158
0.009915 0.314602 0.117801 0.538862
0.050325 0.024842 0.739287 0.583663
0.360128 0.475542 0.657161 0.875706
0.171737 0.110564 0.475319 0.916764
0.154319 0.720447 0.549998 0.548699
0.931548 0.031969 0.242091 0.652798
0.259960 0.569591 0.951720 0.539509
0.219943 0.550795 0.314429 0.956750
0.436484 0.136965 0.977944 0.771171
0.587656 0.246512 0.895771 0.801228
0.222049 0.374679 0.012465 0.532165
0.824071 0.852660 0.739425 0.987225
0.282885 0.414930 0.326437 0.505877
0.589276 0.111035 0.701868 0.927837
0.351687 0.219592 0.728316 0.874961
0.351007 0.496001 0.353077 0.925799
0.553952 0.319698 0.309897 0.709962
0.190021 0.843352 0.394630 0.605423
0.964319 0.259507 0.304130 0.603695
0.178641 0.654095 0.667302 0.787383
0.915645 0.085301 0.595167 0.747839
0.175225 0.912021 0.900554 0.678010
0.581131 0.291619 0.622881 0.921839
0.476303 0.863653 0.593820 0.851391
0.487600 0.544916 0.783553 0.631284
0.675173 0.176914 0.010860 0.675788
0.068058 0.338478 0.711477 0.686425
0.877233 0.112614 0.782602 0.945750
0.761003 0.079801 0.624397 0.757517
0.595103 0.673024 0.916295 0.635736
0.376126 0.480632 0.063941 0.824427
0.592822 0.972444 0.935830 0.873458
0.169979 0.468237 0.142628 0.944085
0.269449 0.698277 0.493871 0.513684
0.420285 0.096512 0.079821 0.804274
0.332928 0.494780 0.445179 0.938971
0.074300 0.959788 0.876668 0.613465
0.933064 0.532849 0.201113 0.903272
0.443383 0.068193 0.419513 0.534703
0.257832 0.265240 0.402219 0.632248
0.985450 0.884115 0.250956 0.823203
0.903994 0.639810 0.841548 0.755266
0.674851 0.072548 0.454089 0.930479
0.664990 0.795608 0.862052 0.788411
0.279167 0.392180 0.325038 0.851737
0.636991 0.674428 0.169592 0.808432
0.277219 0.827534 0.624591 0.763771
0.217268 0.874512 0.976996 0.669402
0.806522 0.450378 0.344184 0.536524
0.976984 0.568104 0.652302 0.817413
0.888917 0.497189 0.222065 0.902941
0.770457 0.162662 0.033470 0.926767
0.210909 0.853301 0.113431 0.794872
0.127436 0.535092 0.675515 0.817770
0.466119 0.688070 0.530196 0.886620
0.898236 0.505714 0.048305 0.950621
0.216863 0.917866 0.927568 0.574248
0.744663 0.057922 0.924333 0.993180
0.794458 0.429954 0.609972 0.676324
0.900367 0.998574 0.562576 0.743367
0.178630 0.523821 0.934584 0.674361
0.838671 0.758177 0.562282 0.572944
0.625896 0.225090 0.418923 0.617913
0.577395 0.933404 0.270352 0.749292
0.741302 0.256396 0.579000 0.832271
0.324131 0.716204 0.669588 0.918415
0.713417 0.492661 0.977082 0.923569
0.903251 0.579778 0.437048 0.977753
0.871723 0.242286 0.204847 0.637616
0.845854 0.627187 0.948762 0.707199
0.822461 0.004317 0.657872 0.880263
0.353586 0.983828 0.426406 0.956982
0.791818 0.965559 0.966475 0.614165
0.573286 0.400169 0.953912 0.554023
0.697070 0.613636 0.636202 0.685397
0.692283 0.747032 0.084981 0.841565
0.425942 0.087850 0.151157 0.693527
0.054144 0.123453 0.826024 0.623411
0.243001 0.796381 0.301996 0.539042
0.585327 0.574304 0.753016 0.948147
0.112501 0.444420 0.317598 0.944386
0.749720 0.184805 0.010492 0.637158
0.012010 0.086558 0.977477 0.933055
0.054922 0.348895 0.114527 0.829376
0.869635 0.340784 0.940536 0.508588
0.946185 0.984579 0.597000 0.829093
0.217343 0.728624 0.368732 0.955049
0.569018 0.438104 0.227117 0.682487
0.828818 0.110269 0.429945 0.548642
0.622634 0.641028 0.207414 0.833437
0.302226 0.005332 0.482655 0.716843
0.373767 0.309354 0.429297 0.594645
0.605533 0.320826 0.658445 0.994027
0.127213 0.573531 0.663945 0.531980
0.676152 0.003080 0.898216 0.919321
0.041713 0.844655 0.114605 0.808136
0.948596 0.085401 0.231702 0.862052
0.534994 0.105472 0.053595 0.789122
0.690824 0.584198 0.340683 0.997837
0.908429 0.181522 0.894358 0.729083
0.694474 0.931637 0.662578 0.582426
0.054031 0.911055 0.527675 0.737089
0.162546 0.147003 0.150846 0.530272
0.128320 0.839451 0.717721 0.608071
0.045052 0.065619 0.780391 0.884428
0.919195 0.499960 0.828690 0.865420
0.931880 0.452325 0.615045 0.639773
0.411364 0.131822 0.250614 0.908283
0.548221 0.442567 0.676946 0.888614
0.610321 0.726592 0.145928 0.831130
0.231350 0.382714 0.609251 0.745089
0.788554 0.327651 0.703789 0.580857
0.293627 0.102057 0.619359 0.628703
0.487332 0.437825 0.552434 0.614125
0.728830 0.330556 0.500042 0.515989
0.127025 0.360180 0.073359 0.716772
0.926723 0.178226 0.447948 0.650546
0.461234 0.125553 0.809475 0.512531
0.081967 0.781745 0.810572 0.687935
0.801215 0.928744 0.452204 0.618274
0.775654 0.363434 0.259343 0.886806
0.287693 0.879520 0.704424 0.874578
0.094880 0.230017 0.996381 0.993172
0.452878 0.151587 0.418707 0.808214
0.923680 0.993111 0.881819 0.831903
0.590318 0.928604 0.849284 0.961052
0.830197 0.885171 0.284749 0.940990
0.005004 0.780651 0.813606 0.792052
0.051148 0.505000 0.747486 0.645031
0.941327 0.833957 0.812594 0.778151
0.038491 0.620465 0.574530 0.611766
0.573895 0.429197 0.313745 0.854861
0.909587 0.482769 0.113653 0.920094
0.047363 0.105241 0.762147 0.881250
0.076553 0.871433 0.893156 0.897876
0.855281 0.764103 0.418429 0.850317
0.629653 0.303168 0.030732 0.594195
0.460570 0.495139 0.753199 0.681313
0.143492 0.756573 0.395581 0.807672
0.843422 0.539526 0.226330 0.862075
0.599978 0.730079 0.234924 0.743205
0.110478 0.844035 0.320939 0.650958
0.165894 0.339702 0.158590 0.927219
0.332348 0.891039 0.374104 0.831341
0.530707 0.081526 0.138445 0.751166
0.290269 0.489784 0.010607 0.687096
0.199769 0.944049 0.275187 0.784299
0.359651 0.419768 0.737965 0.991108
0.764019 0.692895 0.616764 0.755158
0.155706 0.627657 0.707391 0.608932
0.204326 0.664951 0.300437 0.652414
0.979425 0.118958 0.451498 0.879513
0.706502 0.516277 0.860198 0.963673
0.283936 0.541665 0.283658 0.533851
0.878967 0.071740 0.965917 0.721909
0.677320 0.864903 0.130566 0.897153
0.855700 0.253449 0.017611 0.697115
0.179345 0.704202 0.802826 0.801724
0.175950 0.227538 0.452823 0.748606
0.733228 0.962284 0.707458 0.675528
0.724213 0.732382 0.261073 0.879368
0.935161 0.620990 0.907625 0.862235
0.189758 0.949932 0.153539 0.993237
0.577487 0.051631 0.013836 0.512628
0.981835 0.401409 0.401661 0.793185
0.161288 0.571668 0.368082 0.950751
0.650854 0.832073 0.865451 0.985002
0.321272 0.045744 0.348234 0.583729
0.011033 0.388349 0.102971 0.846251
0.146990 0.408975 0.096885 0.735292
0.241592 0.007769 0.430912 0.749595
0.875090 0.451361 0.929821 0.683418
0.453068 0.273371 0.726737 0.969770
0.720158 0.054833 0.785497 0.683105
0.350827 0.906208 0.409187 0.594099
0.430443 0.456203 0.248049 0.570800
0.477651 0.761024 0.821102 0.782547
0.477373 0.343476 0.100480 0.884192
0.928111 0.504731 0.484429 0.861306
0.386609 0.386757 0.377689 0.592604
0.590988 0.937840 0.844307 0.609824
0.571380 0.074172 0.571080 0.976761
0.123580 0.113821 0.086061 0.544604
0.484913 0.103554 0.188206 0.835185
0.559779 0.365259 0.547199 0.642104
0.147930 0.821772 0.636297 0.542286
0.731781 0.580424 0.919140 0.899192
0.305519 0.273054 0.132896 0.708210
0.705629 0.673880 0.572070 0.666110
0.834337 0.823694 0.104880 0.869997
0.992051 0.089625 0.729948 0.805575
0.165250 0.059363 0.204327 0.872985
0.298210 0.098571 0.917734 0.513064
0.281334 0.822173 0.805210 0.505634
0.138355 0.164111 0.073238 0.969108
0.830308 0.815712 0.323816 0.855421
0.266693 0.503178 0.088443 0.807279
0.544749 0.607904 0.691957 0.723491
0.457386 0.783341 0.584201 0.675165
0.001523 0.363710 0.004781 0.594947
0.279787 0.148742 0.240955 0.634700
0.521517 0.946777 0.761948 0.961305
0.150752 0.491483 0.432691 0.569798
0.376925 0.928773 0.968779 0.669639
0.603865 0.720700 0.982956 0.725737
0.214570 0.354711 0.046116 0.621194
0.059060 0.394262 0.387267 0.546563
0.547341 0.571904 0.218483 0.951699
0.600543 0.628365 0.561672 0.618938
0.540160 0.176189 0.269862 0.667946
0.556677 0.921015 0.426738 0.803437
0.717825 0.700742 0.561745 0.728388
0.287083 0.825461 0.616136 0.852200
0.127242 0.438787 0.003917 0.878595
0.000878 0.970908 0.031660 0.558032
0.671789 0.274022 0.625972 0.790936
0.971817 0.376537 0.881605 0.854818
0.157714 0.494486 0.228101 0.765480
0.533812 0.257126 0.708180 0.693413
0.655086 0.126055 0.537350 0.660650
0.042345 0.900375 0.804249 0.954589
0.391953 0.326197 0.195753 0.702449
0.090925 0.006673 0.980931 0.806096
0.137331 0.049138 0.085201 0.512979
0.193850 0.747760 0.993164 0.730900
0.998923 0.515384 0.698017 0.601262
0.649026 0.938367 0.664883 0.677939
0.923033 0.913058 0.684220 0.985966
0.339543 0.668401 0.048548 0.802563
0.395868 0.993020 0.996490 0.685672
0.436543 0.947760 0.595359 0.550857
0.966162 0.579757 0.254880 0.527116
0.798916 0.351648 0.754894 0.920883
0.744281 0.918802 0.380888 0.646140
0.551172 0.328717 0.887898 0.522329
0.579772 0.214057 0.630459 0.511479
0.890435 0.653927 0.082307 0.567050
0.614208 0.725435 0.154168 0.722780
0.873034 0.196777 0.015769 0.754613
0.316765 0.104967 0.740598 0.924734
0.882840 0.719328 0.059483 0.988229
0.720467 0.293010 0.522809 0.575263
0.654560 0.909342 0.221858 0.989756
0.611801 0.896776 0.126234 0.605974
0.610837 0.651514 0.385465 0.719769
0.205206 0.123243 0.196013 0.825077
0.956005 0.194792 0.530352 0.899731
0.743634 0.832171 0.113140 0.583462
0.527773 0.657363 0.319962 0.776539
0.872794 0.419371 0.771257 0.781889
0.343027 0.511804 0.773880 0.522987
0.391899 0.633373 0.822348 0.652407
0.533868 0.606008 0.518609 0.916975
0.500261 0.442005 0.934433 0.884619
0.363997 0.409694 0.577345 0.768488
0.463627 0.338564 0.269961 0.767116
0.552562 0.981864 0.304271 0.719382
0.896522 0.203050 0.301470 0.706275
0.807470 0.254209 0.240175 0.506029
0.030763 0.317743 0.032744 0.927316
0.010325 0.362120 0.317343 0.554290
0.316864 0.123024 0.201746 0.566394
0.006979 0.178234 0.936659 0.623369
0.220480 0.353491 0.227492 0.714028
0.958707 0.730944 0.742560 0.828607
0.822940 0.693395 0.747205 0.533746
0.293301 0.887319 0.887049 0.872116
0.550344 0.156650 0.591180 0.702190
0.676688 0.546798 0.749172 0.704937
0.245807 0.149692 0.587181 0.857359
0.393289 0.319530 0.802352 0.705085
0.418460 0.296877 0.315707 0.530070
0.472981 0.134764 0.625550 0.749762
0.178673 0.651446 0.215401 0.661002
0.487937 0.454689 0.133227 0.630368
0.596226 0.612890 0.163220 0.577190
0.802445 0.030988 0.100300 0.614666
0.899913 0.504349 0.590373 0.710429
0.149343 0.788433 0.042204 0.711134
0.900717 0.401272 0.521786 0.651201
0.093806 0.337427 0.085996 0.609371
0.199392 0.223695 0.825354 0.532622
0.579831 0.433523 0.878657 0.771023
0.263175 0.765361 0.562157 0.924499
0.067061 0.578381 0.196909 0.611295
0.166862 0.123820 0.594805 0.700747
0.168319 0.411470 0.800340 0.735649
0.364606 0.208095 0.681716 0.934912
0.074995 0.515284 0.615766 0.717453
0.614036 0.469961 0.315268 0.926473
0.430413 0.210257 0.633508 0.553265
0.116313 0.189338 0.859192 0.956550
0.691824 0.787254 0.171734 0.854212
0.107267 0.602934 0.397824 0.705506
0.230602 0.708176 0.163391 0.580537
0.129862 0.581274 0.745695 0.966534
0.548514 0.145126 0.602374 0.524033
0.872616 0.885777 0.221579 0.863900
0.344690 0.501129 0.205314 0.988448
0.079373 0.743864 0.809419 0.696305
0.539293 0.795302 0.028534 0.560717
0.683652 0.422680 0.060809 0.571664
0.037233 0.880792 0.621240 0.797685
0.832583 0.545012 0.628279 0.907831
0.541849 0.728627 0.152450 0.725078
0.449329 0.143036 0.410934 0.612414
0.623148 0.717365 0.400815 0.586686
0.066138 0.183664 0.406038 0.921870
0.731223 0.523306 0.681092 0.809500
0.013817 0.620757 0.435368 0.775888
0.331168 0.830800 0.186581 0.990204
0.187629 0.087627 0.322530 0.791942
0.371276 0.913714 0.710492 0.541500
0.688778 0.332374 0.779855 0.656921
0.733638 0.073728 0.571569 0.986425
0.841599 0.938358 0.869483 0.937812
0.155872 0.972953 0.480797 0.664803
0.796438 0.448570 0.843181 0.809455
0.990686 0.374779 0.880642 0.763903
0.096360 0.960183 0.741735 0.753851
0.647581 0.641316 0.702633 0.829662
0.587877 0.563529 0.878316 0.737511
0.062870 0.040153 0.769527 0.636237
0.268848 0.286770 0.597915 0.612799
0.431727 0.322244 0.242796 0.692497
0.105297 0.642727 0.669752 0.558520
0.505997 0.175288 0.068593 0.960612
0.729102 0.354528 0.038957 0.895550
0.108807 0.205147 0.928696 0.884638
0.731787 0.292563 0.723963 0.521338
0.832718 0.139505 0.485543 0.690925
0.945460 0.407579 0.622606 0.889819
0.694520 0.452674 0.476909 0.962626
0.970685 0.789266 0.442608 0.723889
0.202130 0.539640 0.807366 0.561642
0.633978 0.304796 0.268768 0.735497
0.224646 0.899139 0.294694 0.780342
0.072443 0.067174 0.508608 0.969904
0.074285 0.922028 0.698662 0.516449
0.973340 0.322894 0.677631 0.986189
0.411903 0.047507 0.849576 0.871619
0.599007 0.966608 0.775530 0.603018
0.668537 0.209385 0.122655 0.877364
0.518800 0.859041 0.746494 0.731879
0.181818 0.189363 0.421004 0.539802
0.735910 0.613930 0.635544 0.775286
0.622416 0.006646 0.416064 0.607450
0.438901 0.721772 0.787208 0.863605
0.002243 0.227488 0.618121 0.714407
0.844787 0.764096 0.902279 0.510704
0.594969 0.119760 0.053119 0.872915
0.543725 0.151511 0.087122 0.725913
0.835841 0.292830 0.240720 0.709124
0.496749 0.418662 0.231840 0.861512
0.878324 0.941006 0.836020 0.644667
0.656358 0.932512 0.400351 0.890916
0.367028 0.324628 0.025555 0.737536
0.240154 0.193085 0.697119 0.533852
0.070357 0.460948 0.420292 0.938417
0.320292 0.291910 0.832978 0.769480
0.380805 0.978056 0.649442 0.948133
0.058252 0.384551 0.086175 0.607026
0.896339 0.778795 0.286028 0.840953
0.561398 0.813385 0.962112 0.742532
0.754019 0.108082 0.857514 0.666038
0.413093 0.361669 0.919255 0.514538
0.374557 0.585496 0.636543 0.553576
0.030974 0.628701 0.205681 0.738531
0.935774 0.260635 0.781679 0.693360
0.522818 0.580590 0.235416 0.739780
0.579279 0.490530 0.975770 0.730116
0.440858 0.901220 0.569462 0.928397
0.351387 0.565610 0.977790 0.906749
0.295584 0.136321 0.289576 0.503050
0.477578 0.525945 0.719498 0.653402
0.670129 0.506238 0.774307 0.771303
0.861248 0.534627 0.473929 0.958420
0.838766 0.436161 0.823437 0.637260
0.794976 0.628825 0.333050 0.924580
0.971269 0.632801 0.775230 0.622734
0.639062 0.305912 0.987078 0.721762
0.281947 0.184339 0.695002 0.822133
0.299649 0.373045 0.594106 0.821561
0.540458 0.844324 0.190436 0.878827
0.698786 0.996214 0.700281 0.757048
0.304294 0.459963 0.301679 0.752447
0.172950 0.776007 0.557855 0.979684
0.753911 0.860838 0.823771 0.527315
0.175595 0.031455 0.570625 0.788845
0.766045 0.091032 0.168897 0.840383
0.222795 0.742372 0.964393 0.992397
0.755287 0.784533 0.072878 0.908883
0.795768 0.893521 0.614148 0.731944
0.388268 0.499787 0.772201 0.665777
0.892914 0.063632 0.945388 0.766569
0.544029 0.147124 0.485477 0.686187
0.872510 0.354857 0.284851 0.550674
0.943333 0.744696 0.263892 0.969744
0.708236 0.119817 0.337831 0.646574
0.580726 0.323247 0.908327 0.976493
0.583631 0.200024 0.162704 0.959344
0.847564 0.672647 0.756536 0.891287
0.599362 0.441366 0.078365 0.710519
0.185648 0.364971 0.806909 0.910090
0.910695 0.506773 0.599929 0.581613
0.754903 0.843985 0.033538 0.688499
0.162729 0.101808 0.702555 0.570822
0.340279 0.238099 0.367381 0.933605
0.775564 0.872787 0.557844 0.698485
0.720402 0.256079 0.289582 0.939087
0.985668 0.549804 0.772959 0.591251
0.565417 0.740456 0.391926 0.543573
0.262804 0.499061 0.183481 0.666340
0.743567 0.802678 0.353829 0.626262
0.704394 0.964492 0.227198 0.643082
0.687964 0.019024 0.781825 0.720189
0.364136 0.854767 0.242376 0.510694
0.351234 0.817589 0.714626 0.515105
0.122113 0.645227 0.671242 0.987661
0.860568 0.450289 0.951217 0.530996
0.740533 0.914228 0.942136 0.791925
0.022611 0.721608 0.429109 0.584649
0.471794 0.615082 0.762675 0.888458
0.531758 0.302698 0.110939 0.768802
0.862014 0.204628 0.286296 0.619867
0.085172 0.027817 0.727938 0.784738
0.689170 0.461006 0.087157 0.566749
0.275834 0.838349 0.733832 0.836307
0.090128 0.760311 0.879548 0.826423
0.390755 0.605132 0.488966 0.848789
0.804790 0.302458 0.590945 0.524175
0.117498 0.548575 0.344818 0.544736
0.080749 0.553760 0.651547 0.877365
0.813623 0.518558 0.175916 0.564329
0.900910 0.467088 0.596470 0.997622
0.155993 0.412398 0.905265 0.717474
0.739291 0.491485 0.758343 0.800971
0.695124 0.522178 0.250190 0.509674
0.013673 0.025840 0.343634 0.909616
0.771894 0.556289 0.931340 0.524749
0.062329 0.129292 0.674073 0.527389
0.153243 0.446568 0.268505 0.827402
0.234553 0.166634 0.132885 0.883652
0.641483 0.043075 0.187022 0.546443
0.529410 0.172532 0.664454 0.801531
0.493637 0.494936 0.696555 0.595116
0.903040 0.197521 0.874071 0.716750
0.022149 0.629317 0.681069 0.906002
0.278555 0.116031 0.993958 0.790403
0.809257 0.012066 0.879647 0.501960
0.363741 0.397799 0.366778 0.938713
0.303038 0.841161 0.197636 0.633370
0.279670 0.506263 0.579557 0.719896
0.055199 0.623166 0.839923 0.742167
0.461035 0.802788 0.748471 0.611781
0.283990 0.173827 0.707872 0.528451
0.470479 0.092461 0.935907 0.822556
0.904338 0.477750 0.826785 0.751264
0.475961 0.586906 0.811093 0.982223
0.164342 0.523800 0.384896 0.689576
0.582221 0.124316 0.514085 0.746280
0.926260 0.308578 0.907912 0.970676
0.704134 0.646771 0.018990 0.695925
0.947506 0.196708 0.298028 0.688040
0.889525 0.266103 0.557513 0.739344
0.112224 0.562546 0.359501 0.667542
0.906340 0.214291 0.979005 0.763869
0.190223 0.418592 0.561916 0.670448
0.921506 0.528391 0.295405 0.684894
0.209040 0.466901 0.646129 0.788407
0.693037 0.926345 0.360597 0.545454
0.913012 0.203364 0.301234 0.989720
0.810542 0.858740 0.759296 0.813240
0.632776 0.472583 0.368726 0.687503
0.905860 0.342749 0.393972 0.578724
0.406858 0.017543 0.164513 0.697422
0.899055 0.269359 0.300305 0.744384
0.899854 0.789727 0.051816 0.866039
0.334528 0.802558 0.743447 0.803801
0.144016 0.969889 0.071226 0.826740
0.583234 0.254893 0.311310 0.559730
0.960665 0.368519 0.172569 0.863308
0.243323 0.347346 0.279235 0.800756
0.339740 0.266625 0.231132 0.978269
0.310905 0.703899 0.102793 0.797426
0.273933 0.103072 0.713114 0.573384
0.030689 0.127472 0.610521 0.900734
0.476591 0.896962 0.159184 0.783241
0.296940 0.020488 0.591920 0.995482
0.625598 0.822668 0.112156 0.711034
0.476784 0.246214 0.519211 0.821404
0.872327 0.037431 0.543108 0.663997
0.735445 0.174793 0.396303 0.874162
0.583973 0.869578 0.599254 0.828360
0.730370 0.725068 0.481839 0.725035
0.294516 0.146190 0.246183 0.647025
0.346446 0.144453 0.114708 0.943483
0.958582 0.067020 0.522446 0.997048
0.572734 0.784319 0.482459 0.581209
0.292187 0.229304 0.414282 0.627932
0.255485 0.965825 0.214976 0.717034
0.160924 0.130693 0.201039 0.556357
0.239868 0.128782 0.520886 0.592636
0.534960 0.504354 0.189337 0.502562
0.667268 0.109462 0.479810 0.929510
0.491993 0.075033 0.417035 0.590423
0.176718 0.930967 0.467885 0.768780
0.363999 0.938592 0.832671 0.750773
0.010428 0.649132 0.876710 0.843144
0.452708 0.664750 0.962631 0.769497
0.649371 0.956872 0.783262 0.872547
0.864474 0.133582 0.699994 0.967613
0.961269 0.197116 0.528670 0.522744
0.976713 0.454008 0.685268 0.582417
0.016467 0.038339 0.034826 0.976548
0.091771 0.266538 0.973528 0.559799
0.076426 0.095504 0.110269 0.702607
0.182117 0.685156 0.763359 0.824499
0.710659 0.624582 0.590491 0.510894
0.708693 0.261202 0.950392 0.543724
0.566847 0.402305 0.386428 0.802138
0.864201 0.502863 0.655170 0.902969
0.408412 0.982008 0.604792 0.524649
0.363926 0.745904 0.253086 0.770606
0.797446 0.113767 0.900734 0.914254
0.846730 0.737818 0.231053 0.696190
0.095350 0.379180 0.393999 0.886014
0.235637 0.502222 0.355983 0.936257
0.680161 0.283717 0.975463 0.544443
0.424130 0.142152 0.904372 0.856928
0.474117 0.917484 0.671197 0.693168
0.945416 0.766175 0.221653 0.558159
0.003217 0.646453 0.507447 0.896222
0.418414 0.543634 0.849227 0.853234
0.505499 0.205178 0.284729 0.985380
0.714212 0.633121 0.041638 0.613006
0.041617 0.551948 0.193203 0.538104
0.947368 0.987709 0.671776 0.858278
0.759278 0.635556 0.301990 0.997938
0.152422 0.467300 0.455655 0.931223
0.356890 0.233134 0.986625 0.748340
0.885350 0.273227 0.332827 0.974930
0.543822 0.841198 0.320971 0.887180
0.648043 0.592690 0.134229 0.983337
0.351956 0.149536 0.452111 0.766983
0.527162 0.102209 0.839883 0.761491
0.119498 0.494990 0.490566 0.871873
0.438152 0.881926 0.720698 0.865342
0.203760 0.185704 0.804074 0.849190
0.000892 0.055297 0.989209 0.802265
0.486389 0.572784 0.987784 0.854288
0.677549 0.067061 0.012842 0.528157
0.196479 0.685803 0.178512 0.978474
0.268603 0.117459 0.305667 0.812562
0.658452 0.438364 0.820396 0.936124
0.961282 0.156045 0.626806 0.702366
0.856614 0.288561 0.185591 0.829539
0.525168 0.042768 0.820069 0.946951
0.821793 0.784201 0.214430 0.694306
0.600659 0.170123 0.624768 0.542742
0.055509 0.885400 0.940984 0.965951
0.412743 0.255593 0.421710 0.728086
0.946148 0.238712 0.005948 0.528960
0.045318 0.717345 0.786873 0.994925
0.059015 0.643199 0.085892 0.581718
0.640008 0.758322 0.812811 0.668939
0.389837 0.019441 0.819607 0.866841
0.451406 0.321419 0.434883 0.843352
0.553536 0.079171 0.629628 0.536233
0.481590 0.601040 0.205421 0.772133
0.730491 0.903504 0.163587 0.612119
0.482648 0.714527 0.754814 0.694949
0.733508 0.231855 0.931931 0.554919
0.277758 0.116066 0.844117 0.901739
0.272961 0.803824 0.263888 0.688924
0.269990 0.143614 0.275366 0.966979
0.359718 0.591979 0.142808 0.733617
0.924313 0.193973 0.703900 0.509371
0.921243 0.268525 0.002117 0.596857
0.750946 0.443621 0.674391 0.793098
0.313521 0.662086 0.942718 0.700189
0.652559 0.802795 0.937068 0.590229
0.671494 0.972020 0.580476 0.895451
0.554105 0.601142 0.034944 0.565142
0.682255 0.089849 0.711194 0.512716
0.023404 0.421010 0.582503 0.678450
0.799079 0.622379 0.123592 0.580997
0.958167 0.174752 0.576942 0.660921
0.852894 0.457212 0.148205 0.612416
0.857607 0.591579 0.619385 0.601421
0.140464 0.453987 0.668631 0.850148
0.061126 0.587800 0.812708 0.704884
0.870822 0.265216 0.295826 0.895097
0.352625 0.959446 0.377807 0.603335
0.294351 0.532667 0.246079 0.818826
0.293762 0.256826 0.331984 0.978394
0.465843 0.807398 0.478231 0.773462
0.461436 0.294108 0.575095 0.769016
0.963103 0.556146 0.316773 0.928546
0.341381 0.754959 0.357781 0.733682
0.969182 0.191147 0.234947 0.570399
0.391857 0.029369 0.869261 0.777769
0.797445 0.413007 0.701843 0.727812
0.749122 0.923629 0.530226 0.921374
0.954100 0.566201 0.820688 0.565241
0.404330 0.236088 0.515697 0.942310
0.754816 0.099083 0.574900 0.567233
0.446878 0.679873 0.821774 0.909997
0.010633 0.821528 0.833146 0.565625
0.649438 0.691850 0.976792 0.830365
0.849018 0.208428 0.877544 0.854108
0.665158 0.062527 0.012750 0.692741
0.618963 0.131920 0.308257 0.767199
0.404501 0.139386 0.317958 0.701240
0.737413 0.789967 0.021917 0.610085
0.027379 0.618424 0.611801 0.746814
0.286459 0.131738 0.391281 0.951518
0.064079 0.059338 0.426573 0.686954
0.728389 0.449321 0.307163 0.818386
0.648988 0.317399 0.790048 0.744984
0.504401 0.597782 0.302208 0.743118
0.397707 0.532331 0.461369 0.563804
0.387793 0.842074 0.652651 0.808609
0.091376 0.579690 0.908584 0.689488
0.767878 0.790757 0.368924 0.616936
0.259737 0.143288 0.024699 0.694378
0.843024 0.827491 0.544858 0.651633
0.252556 0.359852 0.498955 0.927461
0.400815 0.599514 0.360718 0.962692
0.500209 0.368712 0.786040 0.509438
0.397854 0.435900 0.524012 0.888649
0.592234 0.974326 0.582988 0.806018
0.128392 0.278675 0.798026 0.699867
0.876921 0.996510 0.132623 0.971597
0.205766 0.956293 0.203112 0.931396
0.189785 0.072273 0.872634 0.735591
0.672599 0.864771 0.983225 0.502490
0.985040 0.937017 0.660866 0.585128
0.232162 0.282814 0.476629 0.650775
0.266352 0.913825 0.809279 0.611930
0.163073 0.628994 0.174271 0.875664
0.120773 0.966350 0.326373 0.642965
0.369470 0.417201 0.084339 0.796892
0.436086 0.279400 0.979132 0.616259
0.138835 0.750660 0.076955 0.949850
0.245687 0.594268 0.389310 0.970116
0.168908 0.940766 0.122576 0.573674
0.468105 0.408787 0.256342 0.982056
0.516235 0.910889 0.189412 0.595913
0.385121 0.657327 0.930110 0.936669
0.985744 0.959812 0.888022 0.984106
0.157938 0.511912 0.555807 0.718975
0.314621 0.037752 0.937147 0.867861
0.528270 0.940926 0.698014 0.747631
0.183917 0.666984 0.563447 0.689096
0.475147 0.814258 0.910512 0.739515
0.296145 0.619900 0.923627 0.798098
0.066354 0.166366 0.013468 0.970045
0.092886 0.675705 0.058752 0.810731
0.007750 0.196663 0.410020 0.894383
0.004274 0.237847 0.716889 0.929569
0.862293 0.011111 0.713287 0.755363
0.133758 0.670263 0.844255 0.534929
0.702914 0.839146 0.959185 0.685457
0.602782 0.265381 0.098319 0.520904
0.549895 0.044984 0.276341 0.678787
0.720142 0.117507 0.946432 0.782234
0.740789 0.439634 0.709321 0.962270
0.850760 0.932490 0.134179 0.935638
0.559637 0.672796 0.077406 0.865579
0.885509 0.113798 0.067584 0.878494
0.593640 0.797346 0.639508 0.706247
0.246496 0.311036 0.661854 0.766326
0.487024 0.315178 0.801005 0.834628
0.320877 0.841802 0.646845 0.523546
0.994038 0.571974 0.868533 0.852484
